"row","col","results22","results23","results24","results25","results32","results33","results34","results35","results42","results43","results44","results45","results52","results53","results54","results55"
7,0.5,0.156990431746042,0.0697230852379994,0,0,0.0697230852379994,0,0,0,0,0,0,0,0,0,0,0
8,0.5,0.195231940624218,0.0963320471494725,0,0,0.0963320471494725,0,0,0,0,0,0,0,0,0,0,0
9,0.5,0.231649754442538,0.125247788612919,0.0668867722097432,0,0.125247788612919,0,0,0,0.0668867722097432,0,0,0,0,0,0,0
10,0.5,0.266544264420523,0.154252451585373,0.0890936013981175,0,0.154252451585373,0.0641825340072601,0,0,0.0890936013981175,0,0,0,0,0,0,0
11,0.5,0.300150269731051,0.182816630746109,0.113415721124591,0.0654679660523276,0.182816630746109,0.0825058473204635,0,0,0.113415721124591,0,0,0,0.0654679660523276,0,0,0
12,0.5,0.332612574614361,0.21086673235808,0.13817907179626,0.085405190804991,0.21086673235808,0.102664886664026,0,0,0.13817907179626,0,0,0,0.085405190804991,0,0,0
13,0.5,0.364013584766252,0.238424150921596,0.162880761988363,0.107213768203603,0.238424150921596,0.123457605897876,0.062330618230314,0,0.162880761988363,0.062330618230314,0,0,0.107213768203603,0,0,0
14,0.5,0.394397705346843,0.265515585380229,0.187384462169944,0.129532683818621,0.265515585380229,0.144486626519154,0.0777694597735134,0,0.187384462169944,0.0777694597735134,0,0,0.129532683818621,0,0,0
15,0.5,0.423787497134733,0.292154697539522,0.211658613989863,0.151922267129156,0.292154697539522,0.165611364599655,0.0946003016239785,0,0.211658613989863,0.0946003016239785,0,0,0.151922267129156,0,0,0
16,0.5,0.452193701218235,0.318341815689791,0.235697084561491,0.174240964309879,0.318341815689791,0.18677321134328,0.111988365202531,0.0614034743643827,0.235697084561491,0.111988365202531,0,0,0.174240964309879,0.0614034743643827,0,0
17,0.5,0.479621345257193,0.344067444592978,0.259495453667118,0.196442036022374,0.344067444592978,0.207939765341606,0.129663921750379,0.0753767182651071,0.259495453667118,0.129663921750379,0.060802165302441,0,0.196442036022374,0.0753767182651071,0,0
18,0.5,0.506073428866872,0.369315845293019,0.283044883137499,0.218507880395012,0.369315845293019,0.229085967066422,0.147525776492537,0.0904571231828828,0.283044883137499,0.147525776492537,0.073919697987704,0,0.218507880395012,0.0904571231828828,0,0
19,0.5,0.531553115464494,0.394067882640626,0.306331553191155,0.240427809471374,0.394067882640626,0.250187737212163,0.165526337119596,0.105984903811869,0.306331553191155,0.165526337119596,0.0880175591484397,0,0.240427809471374,0.105984903811869,0,0
20,0.5,0.55606499517435,0.418303098136065,0.329337719167514,0.262190692093653,0.418303098136065,0.271220114422373,0.18363630321006,0.121764518356774,0.329337719167514,0.18363630321006,0.102518819682078,0,0.262190692093653,0.121764518356774,0,0
